user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100000995,01/12/2018,Push,control,FALSE,English,English,36-45 years,01/03/2018,02/11/2018,Facebook,FALSE
a100000995,01/03/2018,House Ads,personalization,FALSE,English,English,24-30 years,01/03/2018,02/11/2018,Facebook,FALSE
a100000996,01/04/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/04/2018,1/16/18,Instagram,FALSE
a100000996,01/12/2018,Facebook,control,FALSE,English,English,45-55 years,01/04/2018,1/16/18,Instagram,FALSE
a100000996,01/03/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/04/2018,1/16/18,Instagram,FALSE
a100000997,01/05/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/05/2018,01/12/2018,Instagram,FALSE
a100000997,1/13/18,Instagram,control,FALSE,English,English,0-18 years,01/05/2018,01/12/2018,Instagram,FALSE
a100000997,01/03/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/05/2018,01/12/2018,Instagram,FALSE
a100000998,01/06/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/06/2018,3/22/18,Facebook,FALSE
a100000998,1/13/18,Instagram,control,FALSE,English,English,19-24 years,01/06/2018,3/22/18,Facebook,FALSE
a100000998,01/03/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/06/2018,3/22/18,Facebook,FALSE
a100000999,01/07/2018,Instagram,personalization,TRUE,English,English,0-18 years,01/07/2018,03/07/2018,Instagram,FALSE
a100000999,1/13/18,Facebook,control,FALSE,English,English,24-30 years,01/07/2018,03/07/2018,Instagram,FALSE
a100000999,01/02/2018,House Ads,personalization,FALSE,English,English,0-18 years,01/07/2018,03/07/2018,Instagram,FALSE
a100001044,01/08/2018,Email,personalization,TRUE,English,English,19-24 years,01/08/2018,3/30/18,Email,FALSE
a100001044,1/19/18,Facebook,control,FALSE,English,English,45-55 years,01/08/2018,3/30/18,Email,FALSE
a100001044,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/08/2018,3/30/18,Email,FALSE
a100001045,01/09/2018,Push,personalization,TRUE,English,English,24-30 years,01/09/2018,,Push,TRUE
a100001045,1/19/18,Instagram,control,FALSE,English,English,0-18 years,01/09/2018,,Push,TRUE
a100001045,01/02/2018,House Ads,personalization,FALSE,English,English,24-30 years,01/09/2018,,Push,TRUE
a100001046,01/10/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001046,1/20/18,Instagram,control,FALSE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001046,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001047,01/11/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/11/2018,,Instagram,TRUE
a100001047,1/20/18,Facebook,control,FALSE,English,English,24-30 years,01/11/2018,,Instagram,TRUE
a100001047,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/11/2018,,Instagram,TRUE
a100001048,01/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/12/2018,,Instagram,TRUE
a100001048,1/20/18,House Ads,control,FALSE,English,English,30-36 years,01/12/2018,,Instagram,TRUE
a100001048,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,01/12/2018,,Instagram,TRUE
a100001049,1/13/18,Facebook,personalization,TRUE,English,English,0-18 years,1/13/18,,Facebook,TRUE
a100001049,1/20/18,House Ads,control,FALSE,English,Spanish,36-45 years,1/13/18,,Facebook,TRUE
a100001049,01/02/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/13/18,,Facebook,TRUE
a100001050,1/14/18,Instagram,personalization,TRUE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001050,1/20/18,House Ads,control,FALSE,English,English,45-55 years,1/14/18,,Instagram,TRUE
a100001050,01/02/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001051,1/15/18,Instagram,personalization,TRUE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100001051,1/20/18,Push,control,FALSE,English,English,0-18 years,1/15/18,,Instagram,TRUE
a100001051,01/02/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100001052,1/16/18,Facebook,personalization,TRUE,English,English,30-36 years,1/16/18,,Facebook,TRUE
a100001052,1/20/18,Facebook,control,FALSE,English,English,19-24 years,1/16/18,,Facebook,TRUE
a100001052,01/03/2018,House Ads,personalization,FALSE,English,English,30-36 years,1/16/18,,Facebook,TRUE
a100001053,1/17/18,Instagram,personalization,TRUE,English,English,36-45 years,1/17/18,,Instagram,TRUE
a100001053,1/21/18,Instagram,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001053,01/03/2018,House Ads,personalization,FALSE,English,English,36-45 years,1/17/18,,Instagram,TRUE
a100001054,1/18/18,Email,personalization,TRUE,English,English,45-55 years,1/18/18,,Email,TRUE
a100001054,1/21/18,Instagram,control,FALSE,English,English,30-36 years,1/18/18,,Email,TRUE
a100001055,01/01/2018,Push,personalization,TRUE,English,English,55+ years,01/01/2018,,Push,TRUE
a100001055,1/21/18,Facebook,control,FALSE,English,English,36-45 years,01/01/2018,,Push,TRUE
a100001056,01/02/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/02/2018,,Facebook,TRUE
a100001056,1/21/18,House Ads,control,FALSE,English,English,45-55 years,01/02/2018,,Facebook,TRUE
a100001057,01/03/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/03/2018,,Instagram,TRUE
a100001057,1/21/18,House Ads,control,FALSE,English,Spanish,0-18 years,01/03/2018,,Instagram,TRUE
a100001058,01/04/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/04/2018,,Instagram,TRUE
a100001058,1/21/18,House Ads,control,FALSE,English,English,19-24 years,01/04/2018,,Instagram,TRUE
a100001059,01/05/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/05/2018,,Facebook,TRUE
a100001059,1/21/18,Push,control,FALSE,English,English,24-30 years,01/05/2018,,Facebook,TRUE
a100001060,01/06/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/06/2018,,Instagram,TRUE
a100001060,1/22/18,Facebook,control,FALSE,English,English,30-36 years,01/06/2018,,Instagram,TRUE
a100001061,01/07/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/07/2018,,Instagram,TRUE
a100001061,1/22/18,Instagram,control,FALSE,English,English,36-45 years,01/07/2018,,Instagram,TRUE
a100001062,01/08/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/08/2018,,Facebook,TRUE
a100001062,1/22/18,Instagram,control,FALSE,English,English,45-55 years,01/08/2018,,Facebook,TRUE
a100001063,01/09/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/09/2018,,Instagram,TRUE
a100001063,1/22/18,Facebook,control,FALSE,English,English,0-18 years,01/09/2018,,Instagram,TRUE
a100001064,01/10/2018,Email,personalization,TRUE,English,English,24-30 years,01/10/2018,,Email,TRUE
a100001064,1/22/18,House Ads,control,FALSE,English,Spanish,19-24 years,01/10/2018,,Email,TRUE
a100001065,01/11/2018,Push,personalization,TRUE,English,English,19-24 years,01/11/2018,,Push,TRUE
a100001065,1/22/18,House Ads,control,FALSE,English,English,24-30 years,01/11/2018,,Push,TRUE
a100001066,01/12/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/12/2018,,Facebook,TRUE
a100001066,1/22/18,House Ads,control,FALSE,English,English,30-36 years,01/12/2018,,Facebook,TRUE
a100001067,1/13/18,Instagram,personalization,TRUE,English,English,19-24 years,1/13/18,,Instagram,TRUE
a100001067,1/23/18,Push,control,FALSE,English,English,36-45 years,1/13/18,,Instagram,TRUE
a100001068,1/14/18,Instagram,personalization,TRUE,English,English,0-18 years,1/14/18,,Instagram,TRUE
a100001068,1/23/18,Facebook,control,FALSE,English,English,45-55 years,1/14/18,,Instagram,TRUE
a100001069,1/15/18,Facebook,personalization,TRUE,English,English,19-24 years,1/15/18,,Facebook,TRUE
a100001069,1/23/18,Instagram,control,FALSE,English,English,0-18 years,1/15/18,,Facebook,TRUE
a100001070,1/16/18,Instagram,personalization,TRUE,English,English,24-30 years,1/16/18,,Instagram,TRUE
a100001070,1/23/18,Instagram,control,FALSE,English,English,19-24 years,1/16/18,,Instagram,TRUE
a100001071,1/17/18,Instagram,personalization,TRUE,English,English,19-24 years,1/17/18,,Instagram,TRUE
a100001071,1/23/18,Facebook,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001072,1/18/18,Facebook,personalization,TRUE,English,English,19-24 years,1/18/18,,Facebook,TRUE
a100001072,1/23/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,,Facebook,TRUE
a100001073,01/01/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/01/2018,,Instagram,TRUE
a100001073,1/23/18,House Ads,control,FALSE,English,English,36-45 years,01/01/2018,,Instagram,TRUE
a100001074,01/02/2018,Email,personalization,TRUE,English,English,0-18 years,01/02/2018,,Email,TRUE
a100001074,1/24/18,House Ads,control,FALSE,English,Spanish,45-55 years,01/02/2018,,Email,TRUE
a100001075,01/03/2018,Push,personalization,TRUE,English,English,19-24 years,01/03/2018,,Push,TRUE
a100001075,1/24/18,Push,control,FALSE,English,English,0-18 years,01/03/2018,,Push,TRUE
a100001076,01/04/2018,Facebook,personalization,TRUE,English,English,24-30 years,01/04/2018,,Facebook,TRUE
a100001076,1/24/18,Facebook,control,FALSE,English,English,19-24 years,01/04/2018,,Facebook,TRUE
a100001077,01/05/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/05/2018,,Instagram,TRUE
a100001077,1/24/18,Instagram,control,FALSE,English,Spanish,24-30 years,01/05/2018,,Instagram,TRUE
a100001078,01/06/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/06/2018,,Instagram,TRUE
a100001078,1/24/18,Instagram,control,FALSE,English,English,30-36 years,01/06/2018,,Instagram,TRUE
a100001079,01/07/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/07/2018,,Facebook,TRUE
a100001079,1/24/18,Facebook,control,FALSE,English,English,36-45 years,01/07/2018,,Facebook,TRUE
a100001080,01/08/2018,Instagram,personalization,TRUE,English,English,0-18 years,01/08/2018,,Instagram,TRUE
a100001080,1/24/18,House Ads,control,FALSE,English,English,45-55 years,01/08/2018,,Instagram,TRUE
a100001081,01/09/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/09/2018,,Instagram,TRUE
a100001081,1/24/18,House Ads,control,FALSE,English,English,0-18 years,01/09/2018,,Instagram,TRUE
a100001082,01/10/2018,Facebook,personalization,TRUE,English,English,24-30 years,01/10/2018,,Facebook,TRUE
a100001082,1/25/18,House Ads,control,FALSE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001089,01/11/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/11/2018,,Instagram,TRUE
a100001089,1/26/18,House Ads,control,FALSE,English,English,24-30 years,01/11/2018,,Instagram,TRUE
a100001090,01/12/2018,Email,personalization,TRUE,English,English,19-24 years,01/12/2018,3/18/18,Email,FALSE
a100001090,1/26/18,House Ads,control,FALSE,English,English,30-36 years,01/12/2018,3/18/18,Email,FALSE
a100001091,1/13/18,Push,personalization,TRUE,English,English,19-24 years,1/13/18,1/13/18,Push,FALSE
a100001091,1/26/18,Push,control,FALSE,English,English,36-45 years,1/13/18,1/13/18,Push,FALSE
a100001092,1/14/18,Facebook,personalization,TRUE,English,English,0-18 years,1/14/18,2/22/18,Facebook,FALSE
a100001092,1/26/18,Facebook,control,FALSE,English,English,45-55 years,1/14/18,2/22/18,Facebook,FALSE
a100001093,1/15/18,Instagram,personalization,TRUE,English,English,19-24 years,1/15/18,1/20/18,Instagram,FALSE
a100001093,1/26/18,Instagram,control,FALSE,English,English,0-18 years,1/15/18,1/20/18,Instagram,FALSE
a100001094,1/16/18,Instagram,personalization,TRUE,English,English,24-30 years,1/16/18,3/23/18,Instagram,FALSE
a100001094,1/26/18,Instagram,control,FALSE,English,English,19-24 years,1/16/18,3/23/18,Instagram,FALSE
a100001095,1/17/18,Facebook,personalization,TRUE,English,English,30-36 years,1/17/18,3/16/18,Facebook,FALSE
a100001095,1/26/18,Facebook,control,FALSE,English,English,24-30 years,1/17/18,3/16/18,Facebook,FALSE
a100001096,1/18/18,Instagram,personalization,TRUE,English,English,36-45 years,1/18/18,3/26/18,Instagram,FALSE
a100001096,1/27/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,3/26/18,Instagram,FALSE
a100001097,1/19/18,Instagram,personalization,TRUE,English,English,45-55 years,1/19/18,1/19/18,Instagram,FALSE
a100001097,1/27/18,House Ads,control,FALSE,English,English,36-45 years,1/19/18,1/19/18,Instagram,FALSE
a100001098,1/20/18,Facebook,personalization,TRUE,English,English,55+ years,1/20/18,04/02/2018,Facebook,FALSE
a100001098,1/27/18,House Ads,control,FALSE,English,English,45-55 years,1/20/18,04/02/2018,Facebook,FALSE
a100001099,1/21/18,Instagram,personalization,TRUE,English,English,0-18 years,1/21/18,,Instagram,TRUE
a100001099,1/27/18,Push,control,FALSE,English,English,0-18 years,1/21/18,,Instagram,TRUE
a100001100,1/22/18,Email,personalization,TRUE,English,English,19-24 years,1/22/18,,Email,TRUE
a100001100,1/27/18,Facebook,control,FALSE,English,English,19-24 years,1/22/18,,Email,TRUE
a100001101,1/23/18,Push,personalization,TRUE,English,English,24-30 years,1/23/18,,Push,TRUE
a100001101,1/27/18,Instagram,control,FALSE,English,English,24-30 years,1/23/18,,Push,TRUE
a100001102,1/24/18,Facebook,personalization,TRUE,English,English,19-24 years,1/24/18,,Facebook,TRUE
a100001102,1/27/18,Instagram,control,FALSE,English,English,30-36 years,1/24/18,,Facebook,TRUE
a100001103,1/25/18,Instagram,personalization,TRUE,English,English,19-24 years,1/25/18,,Instagram,TRUE
a100001103,1/28/18,Facebook,control,FALSE,English,English,36-45 years,1/25/18,,Instagram,TRUE
a100001104,1/17/18,Instagram,personalization,TRUE,English,English,19-24 years,1/17/18,,Instagram,TRUE
a100001104,1/28/18,House Ads,control,FALSE,English,English,45-55 years,1/17/18,,Instagram,TRUE
a100001105,1/18/18,Facebook,personalization,TRUE,English,English,0-18 years,1/18/18,,Facebook,TRUE
a100001105,1/28/18,House Ads,control,FALSE,English,English,0-18 years,1/18/18,,Facebook,TRUE
a100001106,1/19/18,Instagram,personalization,TRUE,English,English,19-24 years,1/19/18,,Instagram,TRUE
a100001106,1/28/18,House Ads,control,FALSE,English,English,19-24 years,1/19/18,,Instagram,TRUE
a100001107,1/20/18,Instagram,personalization,TRUE,English,English,24-30 years,1/20/18,,Instagram,TRUE
a100001107,1/28/18,Push,control,FALSE,English,English,24-30 years,1/20/18,,Instagram,TRUE
a100001108,1/21/18,Facebook,personalization,TRUE,English,English,19-24 years,1/21/18,,Facebook,TRUE
a100001108,1/28/18,Facebook,control,FALSE,English,English,30-36 years,1/21/18,,Facebook,TRUE
a100001109,1/22/18,Instagram,personalization,TRUE,English,English,19-24 years,1/22/18,,Instagram,TRUE
a100001109,1/28/18,Instagram,control,FALSE,English,English,36-45 years,1/22/18,,Instagram,TRUE
a100001110,1/23/18,Email,personalization,TRUE,English,English,19-24 years,1/23/18,,Email,TRUE
a100001110,1/29/18,Instagram,control,FALSE,English,English,45-55 years,1/23/18,,Email,TRUE
a100001111,1/24/18,Push,personalization,TRUE,English,English,0-18 years,1/24/18,,Push,TRUE
a100001111,1/29/18,Facebook,control,FALSE,English,English,0-18 years,1/24/18,,Push,TRUE
a100001112,1/25/18,Facebook,personalization,TRUE,English,English,19-24 years,1/25/18,,Facebook,TRUE
a100001112,1/29/18,House Ads,control,FALSE,English,English,19-24 years,1/25/18,,Facebook,TRUE
a100001113,1/17/18,Instagram,personalization,TRUE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001113,1/29/18,House Ads,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001114,1/18/18,Instagram,personalization,TRUE,English,English,19-24 years,1/18/18,,Instagram,TRUE
a100001114,1/29/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001115,01/01/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/01/2018,,Facebook,TRUE
a100001115,1/29/18,Push,control,FALSE,English,English,36-45 years,01/01/2018,,Facebook,TRUE
a100001116,01/02/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/02/2018,,Instagram,TRUE
a100001116,1/29/18,Facebook,control,FALSE,English,English,45-55 years,01/02/2018,,Instagram,TRUE
a100001117,01/03/2018,Instagram,personalization,TRUE,English,English,0-18 years,01/03/2018,,Instagram,TRUE
a100001117,1/30/18,Instagram,control,FALSE,English,English,0-18 years,01/03/2018,,Instagram,TRUE
a100001118,01/04/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/04/2018,,Facebook,TRUE
a100001118,1/30/18,Instagram,control,FALSE,English,English,19-24 years,01/04/2018,,Facebook,TRUE
a100001119,01/05/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/05/2018,,Instagram,TRUE
a100001119,1/30/18,Facebook,control,FALSE,English,English,24-30 years,01/05/2018,,Instagram,TRUE
a100001120,01/06/2018,Email,personalization,TRUE,English,English,19-24 years,01/06/2018,,Email,TRUE
a100001120,1/30/18,House Ads,control,FALSE,Spanish,Spanish,30-36 years,01/06/2018,,Email,TRUE
a100001121,01/07/2018,Push,personalization,TRUE,English,English,19-24 years,01/07/2018,,Push,TRUE
a100001121,1/30/18,House Ads,control,FALSE,English,English,36-45 years,01/07/2018,,Push,TRUE
a100001122,01/08/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/08/2018,,Facebook,TRUE
a100001122,1/30/18,House Ads,control,FALSE,English,English,45-55 years,01/08/2018,,Facebook,TRUE
a100001123,01/09/2018,Instagram,personalization,TRUE,English,English,0-18 years,01/09/2018,,Instagram,TRUE
a100001123,1/30/18,Push,control,FALSE,English,English,0-18 years,01/09/2018,,Instagram,TRUE
a100001124,01/10/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001124,1/31/18,Facebook,control,FALSE,English,English,19-24 years,01/10/2018,,Facebook,TRUE
a100001125,01/11/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/11/2018,,Instagram,TRUE
a100001125,1/31/18,Instagram,control,FALSE,English,English,24-30 years,01/11/2018,,Instagram,TRUE
a100001126,01/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/12/2018,,Instagram,TRUE
a100001126,1/31/18,Instagram,control,FALSE,English,English,30-36 years,01/12/2018,,Instagram,TRUE
a100001127,1/13/18,Facebook,personalization,TRUE,English,English,19-24 years,1/13/18,,Facebook,TRUE
a100001127,1/31/18,Facebook,control,FALSE,English,English,36-45 years,1/13/18,,Facebook,TRUE
a100001128,1/14/18,Instagram,personalization,TRUE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001128,1/31/18,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/14/18,,Instagram,TRUE
a100001129,1/15/18,Email,personalization,TRUE,English,English,0-18 years,1/15/18,,Email,TRUE
a100001129,1/31/18,House Ads,control,FALSE,English,English,0-18 years,1/15/18,,Email,TRUE
a100001130,1/16/18,Push,personalization,TRUE,English,English,19-24 years,1/16/18,,Push,TRUE
a100001130,1/31/18,House Ads,control,FALSE,English,English,19-24 years,1/16/18,,Push,TRUE
a100001131,1/17/18,Facebook,personalization,TRUE,English,English,24-30 years,1/17/18,,Facebook,TRUE
a100001131,01/01/2018,Push,control,FALSE,English,English,24-30 years,1/17/18,,Facebook,TRUE
a100001132,1/18/18,Instagram,personalization,TRUE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001132,01/01/2018,Facebook,control,FALSE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001133,01/01/2018,Facebook,personalization,TRUE,English,English,36-45 years,01/01/2018,,Facebook,TRUE
a100001133,01/01/2018,Instagram,control,FALSE,English,English,36-45 years,01/01/2018,,Facebook,TRUE
a100001134,01/02/2018,Instagram,personalization,TRUE,English,English,45-55 years,01/02/2018,,Instagram,TRUE
a100001134,01/01/2018,Instagram,control,FALSE,English,English,45-55 years,01/02/2018,,Instagram,TRUE
a100001135,01/03/2018,Instagram,personalization,TRUE,English,English,55+ years,01/03/2018,,Instagram,TRUE
a100001135,01/01/2018,Facebook,control,FALSE,English,English,0-18 years,01/03/2018,,Instagram,TRUE
a100001136,01/04/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/04/2018,,Facebook,TRUE
a100001136,01/01/2018,House Ads,control,FALSE,English,English,19-24 years,01/04/2018,,Facebook,TRUE
a100001137,01/05/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/05/2018,,Instagram,TRUE
a100001137,01/01/2018,House Ads,control,FALSE,Spanish,Spanish,24-30 years,01/05/2018,,Instagram,TRUE
a100001138,01/06/2018,Email,personalization,TRUE,English,English,24-30 years,01/06/2018,,Email,TRUE
a100001138,01/02/2018,House Ads,control,FALSE,English,English,30-36 years,01/06/2018,,Email,TRUE
a100001139,01/01/2018,Push,personalization,TRUE,English,English,19-24 years,01/01/2018,,Push,TRUE
a100001139,01/02/2018,Push,control,FALSE,English,English,36-45 years,01/01/2018,,Push,TRUE
a100001140,01/01/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/01/2018,,Facebook,TRUE
a100001140,01/02/2018,Facebook,control,FALSE,English,English,45-55 years,01/01/2018,,Facebook,TRUE
a100001141,01/01/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/01/2018,,Instagram,TRUE
a100001141,01/02/2018,Instagram,control,FALSE,English,English,0-18 years,01/01/2018,,Instagram,TRUE
a100001142,01/01/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/01/2018,,Facebook,TRUE
a100001142,01/02/2018,Instagram,control,FALSE,English,English,19-24 years,01/01/2018,,Facebook,TRUE
a100001143,01/01/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/01/2018,,Instagram,TRUE
a100001143,01/02/2018,Facebook,control,FALSE,English,English,24-30 years,01/01/2018,,Instagram,TRUE
a100001144,01/02/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/02/2018,,Instagram,TRUE
a100001144,01/02/2018,House Ads,control,FALSE,English,English,30-36 years,01/02/2018,,Instagram,TRUE
a100001145,01/02/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/02/2018,,Facebook,TRUE
a100001145,01/03/2018,House Ads,control,FALSE,English,English,36-45 years,01/02/2018,,Facebook,TRUE
a100001146,01/02/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/02/2018,,Instagram,TRUE
a100001146,01/03/2018,House Ads,control,FALSE,Spanish,Spanish,45-55 years,01/02/2018,,Instagram,TRUE
a100001147,01/02/2018,Email,personalization,TRUE,English,English,19-24 years,01/02/2018,,Email,TRUE
a100001147,01/03/2018,Push,control,FALSE,English,English,0-18 years,01/02/2018,,Email,TRUE
a100001148,01/02/2018,Push,personalization,TRUE,English,English,0-18 years,01/02/2018,,Push,TRUE
a100001148,01/03/2018,Facebook,control,FALSE,English,English,19-24 years,01/02/2018,,Push,TRUE
a100001149,01/03/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/03/2018,,Facebook,TRUE
a100001149,01/03/2018,Instagram,control,FALSE,English,English,24-30 years,01/03/2018,,Facebook,TRUE
a100001150,01/03/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/03/2018,,Instagram,TRUE
a100001150,01/03/2018,Instagram,control,FALSE,English,English,30-36 years,01/03/2018,,Instagram,TRUE
a100001151,01/03/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/03/2018,,Facebook,TRUE
a100001151,01/03/2018,Facebook,control,FALSE,English,English,36-45 years,01/03/2018,,Facebook,TRUE
a100001152,01/03/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/03/2018,,Instagram,TRUE
a100001152,01/04/2018,House Ads,control,FALSE,English,English,45-55 years,01/03/2018,,Instagram,TRUE
a100001153,01/03/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/03/2018,,Instagram,TRUE
a100001153,01/04/2018,House Ads,control,FALSE,English,English,0-18 years,01/03/2018,,Instagram,TRUE
a100001154,01/04/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/04/2018,04/11/2018,Facebook,FALSE
a100001154,01/04/2018,House Ads,control,FALSE,English,English,19-24 years,01/04/2018,04/11/2018,Facebook,FALSE
a100001155,01/04/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/04/2018,1/29/18,Instagram,FALSE
a100001155,01/04/2018,Push,control,FALSE,English,English,24-30 years,01/04/2018,1/29/18,Instagram,FALSE
a100001156,01/04/2018,Email,personalization,TRUE,English,English,24-30 years,01/04/2018,01/10/2018,Email,FALSE
a100001156,01/04/2018,Facebook,control,FALSE,English,English,30-36 years,01/04/2018,01/10/2018,Email,FALSE
a100001157,01/04/2018,Push,personalization,TRUE,English,English,19-24 years,01/04/2018,04/08/2018,Push,FALSE
a100001157,01/04/2018,Instagram,control,FALSE,English,English,36-45 years,01/04/2018,04/08/2018,Push,FALSE
a100001158,01/04/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/04/2018,2/18/18,Facebook,FALSE
a100001158,01/04/2018,Instagram,control,FALSE,English,English,45-55 years,01/04/2018,2/18/18,Facebook,FALSE
a100001159,01/04/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/04/2018,02/06/2018,Instagram,FALSE
a100001159,01/05/2018,Facebook,control,FALSE,English,English,0-18 years,01/04/2018,02/06/2018,Instagram,FALSE
a100001160,01/05/2018,Facebook,personalization,TRUE,English,English,0-18 years,01/05/2018,1/13/18,Facebook,FALSE
a100001160,01/05/2018,House Ads,control,FALSE,Spanish,Spanish,19-24 years,01/05/2018,1/13/18,Facebook,FALSE
a100001161,01/05/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/05/2018,02/10/2018,Instagram,FALSE
a100001161,01/05/2018,House Ads,control,FALSE,English,English,24-30 years,01/05/2018,02/10/2018,Instagram,FALSE
a100001162,01/05/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/05/2018,02/04/2018,Instagram,FALSE
a100001162,01/05/2018,House Ads,control,FALSE,English,English,30-36 years,01/05/2018,02/04/2018,Instagram,FALSE
a100001163,01/05/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/05/2018,,Facebook,TRUE
a100001163,01/05/2018,Push,control,FALSE,English,English,36-45 years,01/05/2018,,Facebook,TRUE
a100001164,01/05/2018,Instagram,personalization,TRUE,English,English,19-24 years,01/05/2018,,Instagram,TRUE
a100001164,01/05/2018,Facebook,control,FALSE,English,English,45-55 years,01/05/2018,,Instagram,TRUE
a100001165,01/06/2018,Email,personalization,TRUE,English,English,19-24 years,01/06/2018,,Email,TRUE
a100001165,01/05/2018,Instagram,control,FALSE,English,English,0-18 years,01/06/2018,,Email,TRUE
a100001166,01/06/2018,Push,personalization,TRUE,English,English,0-18 years,01/06/2018,04/03/2018,Push,FALSE
a100001166,01/06/2018,Instagram,control,FALSE,English,English,19-24 years,01/06/2018,04/03/2018,Push,FALSE
a100001167,01/06/2018,Facebook,personalization,TRUE,English,English,19-24 years,01/06/2018,02/04/2018,Facebook,FALSE
a100001167,01/06/2018,Facebook,control,FALSE,English,English,24-30 years,01/06/2018,02/04/2018,Facebook,FALSE
a100001168,01/06/2018,Instagram,personalization,TRUE,English,English,24-30 years,01/06/2018,02/11/2018,Instagram,FALSE
a100001168,01/06/2018,House Ads,control,FALSE,English,English,30-36 years,01/06/2018,02/11/2018,Instagram,FALSE
a100001169,01/06/2018,Facebook,personalization,TRUE,English,English,30-36 years,01/06/2018,2/19/18,Facebook,FALSE
